GEO.id,GEO.id2,GEO.display-label,HC01_EST_VC02,HC01_MOE_VC02,HC02_EST_VC02,HC02_MOE_VC02,HC01_EST_VC03,HC01_MOE_VC03,HC02_EST_VC03,HC02_MOE_VC03,HC01_EST_VC04,HC01_MOE_VC04,HC02_EST_VC04,HC02_MOE_VC04,HC01_EST_VC05,HC01_MOE_VC05,HC02_EST_VC05,HC02_MOE_VC05,HC01_EST_VC06,HC01_MOE_VC06,HC02_EST_VC06,HC02_MOE_VC06,HC01_EST_VC07,HC01_MOE_VC07,HC02_EST_VC07,HC02_MOE_VC07,HC01_EST_VC08,HC01_MOE_VC08,HC02_EST_VC08,HC02_MOE_VC08,HC01_EST_VC11,HC01_MOE_VC11,HC02_EST_VC11,HC02_MOE_VC11,HC01_EST_VC12,HC01_MOE_VC12,HC02_EST_VC12,HC02_MOE_VC12,HC01_EST_VC13,HC01_MOE_VC13,HC02_EST_VC13,HC02_MOE_VC13,HC01_EST_VC14,HC01_MOE_VC14,HC02_EST_VC14,HC02_MOE_VC14,HC01_EST_VC15,HC01_MOE_VC15,HC02_EST_VC15,HC02_MOE_VC15,HC01_EST_VC16,HC01_MOE_VC16,HC02_EST_VC16,HC02_MOE_VC16,HC01_EST_VC17,HC01_MOE_VC17,HC02_EST_VC17,HC02_MOE_VC17,HC01_EST_VC20,HC01_MOE_VC20,HC02_EST_VC20,HC02_MOE_VC20,HC01_EST_VC22,HC01_MOE_VC22,HC02_EST_VC22,HC02_MOE_VC22,HC01_EST_VC23,HC01_MOE_VC23,HC02_EST_VC23,HC02_MOE_VC23,HC01_EST_VC24,HC01_MOE_VC24,HC02_EST_VC24,HC02_MOE_VC24,HC01_EST_VC25,HC01_MOE_VC25,HC02_EST_VC25,HC02_MOE_VC25,HC01_EST_VC26,HC01_MOE_VC26,HC02_EST_VC26,HC02_MOE_VC26,HC01_EST_VC27,HC01_MOE_VC27,HC02_EST_VC27,HC02_MOE_VC27,HC01_EST_VC28,HC01_MOE_VC28,HC02_EST_VC28,HC02_MOE_VC28,HC01_EST_VC30,HC01_MOE_VC30,HC02_EST_VC30,HC02_MOE_VC30,HC01_EST_VC31,HC01_MOE_VC31,HC02_EST_VC31,HC02_MOE_VC31,HC01_EST_VC34,HC01_MOE_VC34,HC02_EST_VC34,HC02_MOE_VC34,HC01_EST_VC35,HC01_MOE_VC35,HC02_EST_VC35,HC02_MOE_VC35,HC01_EST_VC36,HC01_MOE_VC36,HC02_EST_VC36,HC02_MOE_VC36
1400000US42003191500,42003191500,"Census Tract 1915, Allegheny County, Pennsylvania",956,94,43611,8277,70.1,11.6,50499,8024,12.4,6.1,2139,1441,24.8,6.9,16547,2504,9.3,6.4,9480,912,1.2,1.8,273,13,12.9,5.7,15663,8420,396,94,52516,13283,21.0,14.6,N,N,32.3,13.4,N,N,37.1,18.5,N,N,3.8,4.6,N,N,4.3,4.3,N,N,1.5,3.2,N,N,1971,297,21761,3186,84.2,7.9,22803,3587,13.5,7.8,15296,3644,0.0,1.3,-,**,1.1,1.6,N,N,0.0,1.3,-,**,0.0,1.3,-,**,1.2,1.1,N,N,8.6,9.0,26892,3331,75.5,10.2,22336,3728,31.6,(X),(X),(X),35.9,(X),(X),(X),26.8,(X),(X),(X)
1400000US42003191600,42003191600,"Census Tract 1916, Allegheny County, Pennsylvania",1921,115,56659,7675,78.2,5.7,54260,6015,19.0,5.3,7437,3398,27.0,4.0,16105,1592,8.8,4.2,13356,2302,4.9,3.9,3826,937,13.5,3.4,48810,46869,1197,130,61283,10547,22.0,7.8,N,N,37.8,9.7,N,N,18.0,5.6,N,N,13.1,6.1,N,N,7.5,4.6,N,N,1.6,2.1,N,N,4641,370,23929,3280,78.5,5.5,27050,4538,15.1,5.4,13639,4113,0.0,0.5,-,**,1.7,2.5,7969,1387,0.0,0.5,-,**,0.9,1.4,24107,3148,3.8,2.6,7355,3505,6.3,5.2,9048,3989,75.2,6.9,27954,4599,22.0,(X),(X),(X),20.2,(X),(X),(X),18.1,(X),(X),(X)
1400000US42003191700,42003191700,"Census Tract 1917, Allegheny County, Pennsylvania",1574,79,61682,7275,78.7,4.0,63621,8889,17.9,4.8,10115,9431,30.1,5.9,17452,1652,4.4,2.4,7177,1240,3.9,3.5,3856,2688,19.8,4.6,17732,3750,980,103,66938,10513,20.5,5.9,36700,6812,32.7,8.4,43510,14745,26.3,6.9,104361,32225,7.8,5.0,61462,19971,4.8,3.7,96621,36225,8.0,5.5,104636,26609,3691,308,26756,3813,83.5,5.8,28851,4337,5.6,4.1,29882,12161,0.5,0.6,N,N,4.1,3.2,6554,2937,0.0,0.7,-,**,0.2,0.4,N,N,6.0,3.6,10503,7479,2.1,2.1,33683,3540,81.7,5.3,28735,4418,28.2,(X),(X),(X),29.3,(X),(X),(X),26.7,(X),(X),(X)
1400000US42003191800,42003191800,"Census Tract 1918, Allegheny County, Pennsylvania",2440,143,63538,6603,77.3,4.4,65526,8408,22.4,6.0,2868,1697,38.2,5.5,15474,1411,5.9,3.9,11691,3626,2.7,2.2,2350,1959,23.6,4.8,14949,3940,1347,183,81786,10748,8.4,4.4,N,N,31.3,8.1,N,N,45.4,7.9,N,N,5.2,3.6,N,N,9.7,4.4,N,N,0.1,0.6,N,N,5257,425,29889,2443,94.7,3.6,30529,2901,1.0,1.0,12576,11057,0.0,0.5,-,**,0.9,1.2,N,N,0.0,0.5,-,**,0.6,1.0,N,N,2.6,2.2,8910,10436,1.5,1.8,28881,3883,94.0,3.8,30522,2927,25.3,(X),(X),(X),31.9,(X),(X),(X),23.3,(X),(X),(X)
1400000US42003191900,42003191900,"Census Tract 1919, Allegheny County, Pennsylvania",967,71,49853,5716,83.5,6.5,46520,7429,14.8,5.8,5117,4553,27.3,6.1,20483,2174,1.7,2.0,7406,1766,2.6,3.2,904,483,20.1,6.7,12479,4188,574,86,54532,7794,7.0,5.5,N,N,57.3,12.6,N,N,22.5,8.5,N,N,11.1,9.4,N,N,2.1,3.7,N,N,0.0,4.3,N,N,2044,200,24615,3312,80.4,9.1,25948,4195,14.9,8.2,23322,7149,0.0,1.2,-,**,1.0,1.6,10440,2863,0.0,1.2,-,**,0.0,1.2,-,**,3.7,2.9,N,N,0.0,1.2,-,**,80.4,9.1,25948,4195,24.6,(X),(X),(X),20.2,(X),(X),(X),20.0,(X),(X),(X)
1400000US42003192000,42003192000,"Census Tract 1920, Allegheny County, Pennsylvania",1636,106,52073,5126,72.4,6.7,56883,7369,15.3,6.1,4680,3518,33.6,6.3,13883,1878,9.5,4.0,7750,2137,4.2,3.4,2938,2034,20.5,5.0,16623,3629,873,113,64150,8785,14.0,5.5,28704,6055,36.3,9.9,48002,10135,26.8,9.6,84346,24431,13.9,7.5,57699,17891,5.8,4.1,107318,33652,3.2,3.1,181900,103206,3586,323,24657,2534,82.7,4.3,25470,2942,11.0,3.6,24429,6542,0.2,0.3,N,N,0.8,1.6,N,N,0.0,0.7,-,**,0.8,1.2,N,N,4.5,2.8,18346,9858,6.1,6.6,7221,3590,77.1,6.6,26867,2700,24.6,(X),(X),(X),20.8,(X),(X),(X),18.3,(X),(X),(X)
1400000US42003202200,42003202200,"Census Tract 2022, Allegheny County, Pennsylvania",1098,114,52706,7113,75.6,6.5,51954,8997,18.6,7.1,1484,868,32.7,6.6,15773,2271,13.4,7.2,15078,7484,9.3,5.0,1135,729,18.7,7.3,24101,8786,691,106,60304,9386,15.6,6.7,N,N,40.7,10.7,N,N,20.5,8.8,N,N,12.3,7.6,N,N,7.2,5.8,N,N,3.6,4.2,N,N,2478,239,23669,2887,62.6,8.8,25217,4003,27.4,7.8,23611,7225,0.0,1.0,-,**,5.7,4.9,23177,6133,0.0,1.0,-,**,0.6,0.9,N,N,3.7,2.9,N,N,2.5,2.9,N,N,60.8,9.1,25747,4127,29.7,(X),(X),(X),30.8,(X),(X),(X),23.0,(X),(X),(X)
1400000US42003202300,42003202300,"Census Tract 2023, Allegheny County, Pennsylvania",2002,135,70789,10010,80.5,5.4,72833,11998,20.5,5.1,3779,1580,29.1,5.9,17775,2090,0.8,1.3,7600,10,1.6,1.3,2048,169,19.9,5.6,26825,4774,912,120,95434,19336,15.2,6.9,41255,11169,25.0,7.9,59865,11699,36.1,12.2,133676,34294,13.2,8.5,113943,68707,6.3,4.2,127947,43013,4.3,3.9,69408,23245,4132,280,35667,5023,80.5,6.8,36940,5515,5.9,3.6,39279,15584,0.5,0.6,N,N,8.7,6.4,27165,5158,0.0,0.6,-,**,0.0,0.6,-,**,4.4,3.8,24643,30346,2.6,2.5,37347,24551,78.8,6.9,36692,5448,22.5,(X),(X),(X),28.0,(X),(X),(X),22.4,(X),(X),(X)
1400000US42003210700,42003210700,"Census Tract 2107, Allegheny County, Pennsylvania",930,103,51676,11999,66.3,7.2,61598,15703,13.8,5.7,11577,5546,35.1,6.4,12190,1611,7.4,3.8,7419,2136,6.8,3.6,1552,867,16.8,5.6,18447,6291,383,68,60643,12808,29.8,11.2,N,N,33.2,11.6,N,N,15.7,7.5,N,N,10.2,9.0,N,N,7.6,6.8,N,N,3.7,4.3,N,N,1838,212,27394,6293,24.9,7.2,48087,21033,70.7,7.0,19384,2766,0.7,1.0,N,N,0.6,0.9,N,N,0.0,1.3,-,**,0.0,1.3,-,**,3.2,1.9,39959,23089,1.6,1.5,15379,8247,23.7,7.2,49512,21799,32.7,(X),(X),(X),42.0,(X),(X),(X),28.1,(X),(X),(X)
1400000US42003220600,42003220600,"Census Tract 2206, Allegheny County, Pennsylvania",943,85,63418,12039,73.2,5.6,64898,10099,15.1,4.5,5887,3459,29.0,4.7,12982,2076,9.8,5.1,12748,3700,2.3,1.8,3986,4889,15.9,5.8,58371,55939,222,52,85712,14199,1.8,2.5,N,N,43.2,13.3,N,N,44.6,13.5,N,N,8.6,5.1,N,N,1.8,3.4,N,N,0.0,10.6,N,N,1526,155,39657,7400,65.9,6.2,42270,5275,30.1,6.1,36438,20216,0.5,0.6,8214,1259,1.5,1.7,40630,20441,0.0,1.6,-,**,0.1,0.2,N,N,1.9,1.2,7424,9664,3.6,2.5,21404,9653,64.4,6.6,42744,5399,29.7,(X),(X),(X),21.2,(X),(X),(X),26.9,(X),(X),(X)
1400000US42003240600,42003240600,"Census Tract 2406, Allegheny County, Pennsylvania",1179,143,64425,13808,73.9,8.0,73612,18112,17.0,5.3,14332,17303,25.1,6.4,12661,2194,4.6,2.9,13063,5464,3.1,2.7,1522,1335,13.8,6.7,11091,3517,599,97,89410,25810,12.9,6.2,36342,13531,38.1,10.2,69296,30102,27.7,11.4,97367,37333,12.4,8.8,186331,122322,9.0,6.2,92733,23833,0.0,4.1,-,**,2401,273,32341,5919,84.5,8.0,32683,7660,9.2,8.3,22152,14534,0.0,1.0,-,**,1.7,1.6,113976,59767,0.0,1.0,-,**,0.0,1.0,-,**,4.5,3.2,15008,16078,0.8,0.9,N,N,83.7,8.0,32642,7701,26.1,(X),(X),(X),33.2,(X),(X),(X),20.1,(X),(X),(X)
1400000US42003241200,42003241200,"Census Tract 2412, Allegheny County, Pennsylvania",382,56,46109,8226,68.8,10.5,53198,10626,5.0,4.4,1011,1050,29.8,9.0,14794,3202,13.4,9.2,15818,4655,1.8,2.8,414,25,16.2,8.3,12274,6496,181,37,67877,13655,13.8,11.6,35144,22312,13.3,11.5,33263,21830,46.4,19.6,88829,16928,17.1,12.6,73635,28180,0.0,12.9,-,**,9.4,9.9,50853,17408,777,119,22848,3572,70.1,8.8,25281,5082,14.0,10.5,21802,6924,0.0,3.2,-,**,0.0,3.2,-,**,0.0,3.2,-,**,0.0,3.2,-,**,15.8,5.9,12993,2880,13.0,9.2,13395,2964,69.5,8.9,25515,5107,24.6,(X),(X),(X),32.6,(X),(X),(X),17.2,(X),(X),(X)
1400000US42003250300,42003250300,"Census Tract 2503, Allegheny County, Pennsylvania",544,80,57078,12770,81.4,7.8,61586,15266,12.5,5.8,6069,4176,14.2,7.0,12173,4873,11.4,6.9,8315,1787,9.7,7.6,1453,950,10.3,6.2,24484,9492,270,83,47328,15343,12.2,10.9,N,N,58.5,18.4,N,N,16.3,11.1,N,N,11.5,11.2,N,N,1.5,2.4,N,N,0.0,8.8,N,N,1386,278,23271,6749,38.5,13.6,39168,10814,51.8,15.3,15394,6099,0.0,1.8,-,**,0.0,1.8,-,**,0.0,1.8,-,**,7.7,9.9,N,N,2.0,2.9,N,N,6.3,9.7,3440,906,38.5,13.6,39168,10814,25.2,(X),(X),(X),31.5,(X),(X),(X),18.5,(X),(X),(X)
1400000US42003250700,42003250700,"Census Tract 2507, Allegheny County, Pennsylvania",291,52,26095,6885,58.4,11.9,30235,11038,2.4,2.7,-329,388,21.3,9.0,13192,3912,23.0,11.0,10258,2396,24.1,11.2,2404,1396,19.6,9.1,7277,2609,165,48,30965,10448,37.0,17.2,N,N,47.9,17.9,N,N,5.5,8.5,N,N,9.7,9.7,N,N,0.0,14.0,N,N,0.0,14.0,N,N,830,200,10028,3021,16.5,8.9,15744,4924,81.0,9.0,9174,3476,0.0,3.0,-,**,0.0,3.0,-,**,0.0,3.0,-,**,0.0,3.0,-,**,2.5,2.3,N,N,2.2,2.2,N,N,16.5,8.9,15744,4924,42.3,(X),(X),(X),31.5,(X),(X),(X),30.2,(X),(X),(X)
1400000US42003250900,42003250900,"Census Tract 2509, Allegheny County, Pennsylvania",648,74,39023,7579,63.6,10.9,41626,10916,10.3,5.1,4863,2866,27.6,9.1,14503,3228,24.5,10.4,7801,721,13.1,8.2,1869,972,21.9,9.9,20856,10613,394,85,50410,13480,26.1,14.9,12217,4521,46.4,15.5,31097,8553,20.1,12.5,107856,34745,7.4,8.0,151438,51027,0.0,6.1,-,**,0.0,6.1,-,**,1313,172,20018,2894,27.7,11.0,33565,5943,69.9,11.9,15044,4186,0.0,1.9,-,**,0.0,1.9,-,**,0.0,1.9,-,**,1.3,1.6,300,527,1.1,1.6,N,N,4.5,6.1,N,N,27.7,11.0,33565,5943,38.6,(X),(X),(X),32.7,(X),(X),(X),28.7,(X),(X),(X)
1400000US42003260200,42003260200,"Census Tract 2602, Allegheny County, Pennsylvania",889,71,59526,7142,79.4,4.4,60204,7505,15.2,4.4,15707,13950,28.0,5.1,18410,3426,3.0,2.3,7537,1295,1.9,2.4,147,74,14.1,4.1,17355,3929,429,56,75101,12552,16.3,6.8,32737,6653,32.4,9.8,48299,14254,24.7,9.3,72078,11234,14.0,6.9,119087,73353,6.1,6.2,100446,8120,6.5,4.5,207718,73330,2022,174,26852,2972,75.2,5.2,30595,3901,22.9,4.9,15200,3492,0.2,0.3,N,N,0.2,0.3,N,N,0.0,1.2,-,**,0.3,0.5,-,**,1.2,1.6,20000,6159,1.3,1.1,20285,21109,74.8,5.1,30458,3915,14.6,(X),(X),(X),24.5,(X),(X),(X),16.6,(X),(X),(X)
1400000US42003260700,42003260700,"Census Tract 2607, Allegheny County, Pennsylvania",768,69,63741,10008,82.8,6.3,63561,11372,14.6,5.2,15634,9444,25.4,7.0,13612,3240,9.0,6.1,5833,1876,0.4,0.8,-,**,15.2,5.6,22472,7632,558,76,68134,12986,9.9,5.9,N,N,41.2,13.8,N,N,31.2,11.3,N,N,12.7,8.8,N,N,3.0,3.7,N,N,2.0,3.1,N,N,2102,289,23933,4536,48.5,9.7,30273,3883,46.8,10.5,17815,7555,0.0,1.2,-,**,0.0,1.2,-,**,0.0,1.2,-,**,0.3,0.5,N,N,4.5,4.5,20718,14617,10.0,6.9,13551,11335,45.8,8.7,31237,3864,16.3,(X),(X),(X),17.2,(X),(X),(X),13.9,(X),(X),(X)
1400000US42003260900,42003260900,"Census Tract 2609, Allegheny County, Pennsylvania",412,91,19504,4784,76.9,10.3,15147,6285,1.0,1.9,75,78,21.1,10.1,12348,2500,30.3,11.4,11028,2721,24.0,11.6,3403,1091,3.4,3.4,7293,6431,312,85,19098,6243,20.5,14.5,8927,4786,58.0,16.0,14159,7911,6.1,6.5,79005,28161,15.4,9.6,27573,7714,0.0,7.7,-,**,0.0,7.7,-,**,1380,329,6395,1938,4.5,3.4,22695,19504,93.3,4.4,5269,1525,0.0,1.8,-,**,0.0,1.8,-,**,0.0,1.8,-,**,0.0,1.8,-,**,2.2,2.4,20542,18982,3.9,4.8,5569,4116,2.8,2.1,35711,17573,26.5,(X),(X),(X),16.7,(X),(X),(X),15.7,(X),(X),(X)
1400000US42003261200,42003261200,"Census Tract 2612, Allegheny County, Pennsylvania",524,15,69811,16696,84.9,6.3,61089,5592,21.6,8.0,40589,71459,20.2,5.6,18975,2402,5.2,4.0,13219,3075,1.9,2.7,20,34,24.6,5.7,13512,4625,281,41,74601,6140,7.8,6.1,N,N,28.5,11.3,N,N,38.4,10.4,N,N,19.9,11.0,N,N,1.8,2.8,N,N,3.6,4.1,N,N,1168,88,31994,8304,82.3,8.9,33537,9980,17.7,8.9,24829,6375,0.0,2.1,-,**,0.0,2.1,-,**,0.0,2.1,-,**,0.0,2.1,-,**,0.0,2.1,-,**,0.0,2.1,-,**,82.3,8.9,33537,9980,24.0,(X),(X),(X),26.0,(X),(X),(X),23.8,(X),(X),(X)
1400000US42003261400,42003261400,"Census Tract 2614, Allegheny County, Pennsylvania",852,115,30107,4280,52.8,10.1,34859,6363,4.8,3.5,8249,7110,34.0,8.8,12059,1838,25.2,9.5,7144,1302,7.2,5.5,3431,3633,17.7,7.3,14291,6308,339,86,38317,6006,22.7,13.7,N,N,40.1,14.0,N,N,13.9,8.0,N,N,16.8,11.5,N,N,0.0,7.1,N,N,6.5,11.5,N,N,1878,315,14822,2292,23.4,7.1,18527,4180,74.8,7.5,13357,2630,0.0,1.3,-,**,0.5,0.7,N,N,0.0,1.3,-,**,0.0,1.3,-,**,1.3,1.3,N,N,0.4,0.6,-,**,23.4,7.1,18527,4180,31.7,(X),(X),(X),27.7,(X),(X),(X),22.6,(X),(X),(X)
1400000US42003261500,42003261500,"Census Tract 2615, Allegheny County, Pennsylvania",769,85,36742,4026,71.1,6.7,38611,5002,11.1,6.3,6247,3777,35.4,8.7,13661,3068,10.4,4.3,7751,892,10.4,5.4,1048,835,11.3,5.3,8591,4067,342,58,45266,8356,19.9,9.6,22441,9555,45.9,14.3,36839,12497,15.5,9.6,63964,38691,18.7,12.2,74706,19352,0.0,7.0,-,**,0.0,7.0,-,**,1575,205,19050,2546,38.4,7.9,21759,6072,57.0,7.4,17560,3075,0.6,0.7,11550,17462,0.6,1.1,N,N,0.0,1.6,-,**,0.0,1.6,-,**,3.3,2.8,17892,6734,1.0,1.3,N,N,37.5,7.7,21785,6223,31.2,(X),(X),(X),40.4,(X),(X),(X),26.2,(X),(X),(X)
1400000US42003262000,42003262000,"Census Tract 2620, Allegheny County, Pennsylvania",1063,132,43312,8529,61.8,9.2,48275,8503,11.1,4.6,36092,45298,31.3,8.6,14326,2113,5.9,5.4,7827,1412,17.8,11.4,4019,1638,26.5,9.2,12754,4020,596,154,49994,14186,30.7,11.9,N,N,39.9,12.5,N,N,20.6,8.8,N,N,4.0,4.1,N,N,2.7,3.2,N,N,2.0,3.1,N,N,2486,441,19283,4459,62.1,11.4,26542,5184,31.2,10.2,7846,4640,0.0,1.0,-,**,3.4,4.7,10339,8438,0.0,1.0,-,**,3.0,4.4,-,**,0.3,0.5,N,N,3.5,4.4,N,N,62.1,11.4,26542,5184,30.9,(X),(X),(X),31.7,(X),(X),(X),24.2,(X),(X),(X)
1400000US42003270100,42003270100,"Census Tract 2701, Allegheny County, Pennsylvania",1059,91,62797,5879,84.6,6.3,59524,7676,18.4,7.4,7681,7659,29.9,6.2,19027,2854,1.6,1.8,7941,875,1.8,2.3,821,888,15.1,5.1,16862,5101,632,92,77574,8609,6.3,3.7,34075,14251,28.0,11.0,51667,15582,42.4,8.5,95970,13878,11.2,8.1,87003,19055,4.6,4.4,68445,29131,7.4,5.6,98660,35450,2455,236,27950,2763,79.6,7.3,30195,2948,16.7,7.2,20758,6994,0.5,0.6,N,N,0.0,1.0,-,**,0.0,1.0,-,**,0.1,0.2,N,N,3.2,2.7,12601,9557,0.7,0.8,N,N,79.6,7.3,30195,2948,37.4,(X),(X),(X),31.3,(X),(X),(X),28.3,(X),(X),(X)
1400000US42003270300,42003270300,"Census Tract 2703, Allegheny County, Pennsylvania",944,66,45423,6241,71.7,7.4,53317,8713,16.8,5.4,3691,1579,26.5,6.6,14034,2077,11.4,5.6,9778,2466,11.8,4.6,1900,1474,10.0,4.2,9557,3618,472,64,56116,10361,15.7,9.9,N,N,42.8,12.0,N,N,16.1,7.3,N,N,13.8,8.1,N,N,10.0,5.9,N,N,1.7,2.7,N,N,2088,179,21460,2890,65.0,8.2,24989,4148,29.7,7.8,14768,5039,0.0,1.2,-,**,1.5,1.6,N,N,0.0,1.2,-,**,0.0,1.2,-,**,3.8,3.3,15606,14624,0.0,1.2,-,**,65.0,8.2,24989,4148,26.7,(X),(X),(X),26.1,(X),(X),(X),23.1,(X),(X),(X)
1400000US42003270400,42003270400,"Census Tract 2704, Allegheny County, Pennsylvania",459,55,47411,7622,67.1,9.5,54147,8340,13.5,5.8,2845,2125,28.3,7.2,12052,3163,11.8,8.3,11846,3751,3.1,3.0,2729,2499,24.6,9.0,16041,7615,239,52,55032,12162,20.5,10.7,N,N,30.1,13.5,N,N,32.2,13.4,N,N,14.2,11.7,N,N,0.0,9.9,N,N,2.9,4.8,N,N,1530,394,16222,4494,53.7,4.2,19108,5411,37.5,5.1,14345,6244,0.8,0.7,N,N,0.0,1.6,-,**,0.0,1.6,-,**,0.4,0.7,N,N,7.7,3.8,5421,5603,5.6,3.5,9657,9799,50.0,5.8,19722,5179,23.5,(X),(X),(X),18.0,(X),(X),(X),25.2,(X),(X),(X)
1400000US42003270800,42003270800,"Census Tract 2708, Allegheny County, Pennsylvania",1256,69,68704,7367,76.0,5.5,73333,8915,22.3,5.9,3783,1878,34.0,5.1,16042,2386,4.1,2.8,9113,1957,1.4,1.7,311,44,22.0,5.7,22221,4718,800,101,76017,8992,14.1,7.1,43334,19445,33.8,8.9,70449,19222,36.5,7.8,95058,11385,9.3,5.3,63315,12165,6.4,4.3,87322,7103,0.0,3.1,-,**,2801,179,31408,3538,79.1,5.0,31333,3397,17.7,4.6,34753,13548,0.3,0.5,N,N,0.6,0.8,N,N,0.0,0.9,-,**,0.0,0.9,-,**,2.3,2.3,9088,11608,1.2,1.0,N,N,77.9,4.8,31807,3508,23.5,(X),(X),(X),16.1,(X),(X),(X),19.4,(X),(X),(X)
1400000US42003271500,42003271500,"Census Tract 2715, Allegheny County, Pennsylvania",1235,119,39879,5740,75.0,8.1,42486,5756,11.6,4.6,3429,1589,22.4,4.4,15435,2374,10.0,6.0,12664,3127,7.8,6.1,3441,2494,14.9,4.6,15599,4576,728,117,41873,8044,25.3,12.0,N,N,30.5,8.9,N,N,15.0,7.6,N,N,18.0,8.8,N,N,6.9,6.7,N,N,4.4,4.7,N,N,3159,307,16340,1717,51.7,8.7,20057,2903,43.3,10.3,13218,2936,0.0,0.8,-,**,0.0,0.8,-,**,0.0,0.8,-,**,0.9,2.3,8759,3988,4.1,3.4,4099,5139,4.3,4.3,6945,2394,50.6,8.8,20385,2986,35.4,(X),(X),(X),34.2,(X),(X),(X),26.5,(X),(X),(X)
1400000US42003281400,42003281400,"Census Tract 2814, Allegheny County, Pennsylvania",1006,70,52062,10870,67.7,5.9,55104,7038,17.2,5.5,7544,5046,22.5,5.0,13693,2360,6.9,4.2,6068,2247,10.9,4.3,1378,761,15.2,4.9,58795,61631,587,90,63567,18698,28.6,10.1,N,N,26.1,10.3,N,N,26.7,8.7,N,N,6.5,5.5,N,N,8.3,4.7,N,N,3.7,4.4,N,N,2288,194,23539,4850,58.5,6.4,32313,8375,36.7,5.9,10260,3229,0.0,1.1,-,**,0.0,1.1,-,**,0.7,1.2,N,N,1.9,1.9,40825,5440,2.1,1.5,N,N,1.4,1.8,38026,3947,58.5,6.4,32313,8375,26.9,(X),(X),(X),29.6,(X),(X),(X),20.5,(X),(X),(X)
1400000US42003281500,42003281500,"Census Tract 2815, Allegheny County, Pennsylvania",634,53,56369,9343,71.3,7.1,62553,11192,17.5,5.5,5455,4087,28.4,5.3,18373,2213,5.7,3.3,8953,2918,0.0,3.9,-,**,17.5,6.0,17038,4578,363,39,67390,14851,23.1,6.9,N,N,24.2,11.1,N,N,39.9,12.0,N,N,9.6,9.4,N,N,3.0,3.3,N,N,0.0,6.7,N,N,1444,130,25662,4137,84.7,5.9,27034,4215,10.9,6.0,15668,6983,0.0,1.7,-,**,0.0,1.7,-,**,0.0,1.7,-,**,0.8,0.8,N,N,3.5,2.7,27400,22514,1.3,1.1,15995,7143,84.2,5.7,27039,4238,28.2,(X),(X),(X),24.5,(X),(X),(X),19.9,(X),(X),(X)
1400000US42003290100,42003290100,"Census Tract 2901, Allegheny County, Pennsylvania",859,84,45332,4671,77.2,5.8,44999,5985,12.1,4.0,4335,2785,29.8,5.5,16390,2654,13.6,5.1,11774,3399,6.1,3.0,1096,599,17.6,5.0,16828,5037,541,73,53066,7091,15.5,7.1,N,N,42.1,8.1,N,N,24.8,8.3,N,N,10.7,6.7,N,N,4.6,4.2,N,N,2.2,2.5,N,N,2119,161,19020,2195,79.0,7.6,21041,2785,12.8,6.7,11429,3763,0.3,0.4,N,N,7.5,6.8,9904,2621,0.0,1.2,-,**,0.0,1.2,-,**,0.3,0.6,-,**,1.7,1.1,26191,16676,77.7,7.7,21083,2808,25.6,(X),(X),(X),26.6,(X),(X),(X),18.0,(X),(X),(X)
1400000US42003290200,42003290200,"Census Tract 2902, Allegheny County, Pennsylvania",1714,156,44536,4728,71.9,5.9,46608,5977,20.1,5.9,3986,1594,31.5,5.6,15719,1725,12.3,5.8,8290,1661,6.0,2.7,1247,479,21.4,5.2,12081,3457,1057,124,54319,6810,16.2,5.1,N,N,39.2,8.5,N,N,21.9,7.2,N,N,9.4,4.9,N,N,12.3,5.2,N,N,1.1,1.7,N,N,4048,399,19293,2009,80.6,7.8,22287,2149,9.4,6.8,6461,4725,0.1,0.2,N,N,1.9,2.2,19995,12349,0.0,0.6,-,**,0.0,0.6,-,**,8.0,4.5,4263,2790,0.3,0.5,N,N,80.3,7.8,22376,2156,25.1,(X),(X),(X),23.0,(X),(X),(X),19.5,(X),(X),(X)
1400000US42003290400,42003290400,"Census Tract 2904, Allegheny County, Pennsylvania",1737,117,61192,12306,72.7,6.1,69493,17050,16.9,4.7,2924,1750,31.5,5.4,16232,1474,7.2,3.5,8694,1397,4.6,3.1,1680,1365,21.0,4.9,12928,2753,903,118,87740,23286,15.2,6.5,27780,10163,40.1,10.1,47963,9015,24.1,8.5,98117,15271,11.1,6.0,103367,101002,9.5,5.1,306217,173320,0.0,2.7,-,**,3889,322,27959,5199,84.5,6.3,30582,5921,8.3,4.4,12129,5435,0.2,0.4,N,N,0.8,1.1,11706,1527,0.0,0.6,-,**,0.8,1.0,N,N,5.3,4.5,15402,8690,3.6,2.1,26946,8396,81.8,6.6,30609,6128,25.0,(X),(X),(X),26.7,(X),(X),(X),22.4,(X),(X),(X)
