GEO.id,GEO.id2,GEO.display-label,HD01_VD01,HD02_VD01,HD01_VD03,HD02_VD03,HD01_VD04,HD02_VD04,HD01_VD05,HD02_VD05,HD01_VD06,HD02_VD06,HD01_VD07,HD02_VD07,HD01_VD08,HD02_VD08,HD01_VD09,HD02_VD09,HD01_VD10,HD02_VD10,HD01_VD11,HD02_VD11,HD01_VD12,HD02_VD12,HD01_VD13,HD02_VD13,HD01_VD14,HD02_VD14,HD01_VD15,HD02_VD15,HD01_VD16,HD02_VD16,HD01_VD17,HD02_VD17,HD01_VD18,HD02_VD18,HD01_VD19,HD02_VD19,HD01_VD20,HD02_VD20,HD01_VD21,HD02_VD21,HD01_VD22,HD02_VD22,HD01_VD23,HD02_VD23,HD01_VD24,HD02_VD24,HD01_VD25,HD02_VD25,HD01_VD26,HD02_VD26,HD01_VD27,HD02_VD27,HD01_VD28,HD02_VD28,HD01_VD29,HD02_VD29,HD01_VD30,HD02_VD30,HD01_VD31,HD02_VD31,HD01_VD32,HD02_VD32,HD01_VD33,HD02_VD33,HD01_VD34,HD02_VD34,HD01_VD35,HD02_VD35,HD01_VD36,HD02_VD36,HD01_VD37,HD02_VD37,HD01_VD38,HD02_VD38,HD01_VD39,HD02_VD39,HD01_VD40,HD02_VD40,HD01_VD41,HD02_VD41,HD01_VD42,HD02_VD42,HD01_VD43,HD02_VD43,HD01_VD44,HD02_VD44,HD01_VD45,HD02_VD45,HD01_VD46,HD02_VD46,HD01_VD47,HD02_VD47,HD01_VD48,HD02_VD48,HD01_VD49,HD02_VD49,HD01_VD50,HD02_VD50,HD01_VD51,HD02_VD51,HD01_VD52,HD02_VD52
1400000US42003110200,42003110200,"Census Tract 1102, Allegheny County, Pennsylvania",2225,243,1212,218,1010,202,202,109,124,84,15,27,63,69,748,247,748,247,0,10,0,10,0,10,0,10,18,23,152,84,50,42,45,43,963,158,516,131,464,119,52,51,37,46,0,10,15,23,326,138,326,138,0,10,0,10,0,10,0,10,18,23,37,40,38,37,28,34,1262,164,696,180,546,173,150,99,87,78,15,27,48,59,422,165,422,165,0,10,0,10,0,10,0,10,0,10,115,82,12,17,17,22
1400000US42003110600,42003110600,"Census Tract 1106, Allegheny County, Pennsylvania",1247,143,960,141,878,133,82,55,73,53,9,14,0,10,132,64,132,64,0,10,0,10,0,10,0,10,68,65,37,49,0,10,50,34,585,92,455,97,410,88,45,36,36,34,9,14,0,10,30,30,30,30,0,10,0,10,0,10,0,10,58,64,22,27,0,10,20,21,662,130,505,102,468,101,37,30,37,30,0,10,0,10,102,62,102,62,0,10,0,10,0,10,0,10,10,16,15,24,0,10,30,27
1400000US42003111300,42003111300,"Census Tract 1113, Allegheny County, Pennsylvania",1221,191,642,133,528,130,114,82,103,79,8,12,3,7,396,167,396,167,0,10,0,10,0,10,0,10,53,58,33,39,0,10,97,65,525,137,299,92,222,77,77,73,74,73,0,10,3,7,171,98,171,98,0,10,0,10,0,10,0,10,18,26,32,38,0,10,5,9,696,128,343,95,306,92,37,30,29,28,8,12,0,10,225,103,225,103,0,10,0,10,0,10,0,10,35,42,1,13,0,10,92,66
1400000US42003111400,42003111400,"Census Tract 1114, Allegheny County, Pennsylvania",431,97,200,65,173,61,27,27,27,27,0,10,0,10,193,82,193,82,0,10,0,10,0,10,0,10,0,10,38,30,0,10,0,10,229,88,114,51,87,46,27,27,27,27,0,10,0,10,87,53,87,53,0,10,0,10,0,10,0,10,0,10,28,30,0,10,0,10,202,62,86,40,86,40,0,10,0,10,0,10,0,10,106,54,106,54,0,10,0,10,0,10,0,10,0,10,10,11,0,10,0,10
1400000US42003111500,42003111500,"Census Tract 1115, Allegheny County, Pennsylvania",1360,213,586,155,486,129,100,68,100,68,0,10,0,10,448,105,440,104,0,10,8,12,0,10,0,10,20,21,245,92,47,58,14,22,627,146,275,115,263,113,12,19,12,19,0,10,0,10,183,90,183,90,0,10,0,10,0,10,0,10,20,21,88,47,47,58,14,22,733,158,311,130,223,100,88,66,88,66,0,10,0,10,265,84,257,84,0,10,8,12,0,10,0,10,0,10,157,75,0,10,0,10
1400000US42003120300,42003120300,"Census Tract 1203, Allegheny County, Pennsylvania",578,136,337,114,264,107,73,56,73,56,0,10,0,10,227,87,227,87,0,10,0,10,0,10,0,10,0,10,3,6,8,15,3,4,223,87,165,69,92,57,73,56,73,56,0,10,0,10,58,50,58,50,0,10,0,10,0,10,0,10,0,10,0,10,0,10,0,10,355,79,172,64,172,64,0,10,0,10,0,10,0,10,169,69,169,69,0,10,0,10,0,10,0,10,0,10,3,6,8,15,3,4
1400000US42003120400,42003120400,"Census Tract 1204, Allegheny County, Pennsylvania",162,52,56,32,42,30,14,14,2,3,12,14,0,10,102,42,102,42,0,10,0,10,0,10,0,10,0,10,4,6,0,10,0,10,61,37,15,13,15,13,0,10,0,10,0,10,0,10,46,34,46,34,0,10,0,10,0,10,0,10,0,10,0,10,0,10,0,10,101,35,41,29,27,26,14,14,2,3,12,14,0,10,56,30,56,30,0,10,0,10,0,10,0,10,0,10,4,6,0,10,0,10
1400000US42003120700,42003120700,"Census Tract 1207, Allegheny County, Pennsylvania",299,88,164,70,146,67,18,25,2,4,16,25,0,10,81,45,81,45,0,10,0,10,0,10,0,10,0,10,54,39,0,10,0,10,165,64,80,49,78,49,2,4,2,4,0,10,0,10,55,39,55,39,0,10,0,10,0,10,0,10,0,10,30,32,0,10,0,10,134,69,84,50,68,48,16,25,0,10,16,25,0,10,26,31,26,31,0,10,0,10,0,10,0,10,0,10,24,23,0,10,0,10
1400000US42003120800,42003120800,"Census Tract 1208, Allegheny County, Pennsylvania",171,47,134,50,127,57,7,18,7,18,0,10,0,10,34,23,34,23,0,10,0,10,0,10,0,10,0,10,0,10,3,6,0,10,51,27,29,21,28,20,1,5,1,5,0,10,0,10,22,22,22,22,0,10,0,10,0,10,0,10,0,10,0,10,0,10,0,10,120,38,105,43,99,49,6,14,6,14,0,10,0,10,12,12,12,12,0,10,0,10,0,10,0,10,0,10,0,10,3,6,0,10
1400000US42003130100,42003130100,"Census Tract 1301, Allegheny County, Pennsylvania",413,96,228,67,161,61,67,48,45,39,20,30,2,4,146,79,146,79,0,10,0,10,0,10,0,10,0,10,5,8,11,19,23,34,156,67,95,45,40,27,55,41,45,39,10,15,0,10,56,54,56,54,0,10,0,10,0,10,0,10,0,10,5,8,0,10,0,10,257,73,133,53,121,51,12,15,0,10,10,15,2,4,90,58,90,58,0,10,0,10,0,10,0,10,0,10,0,10,11,19,23,34
1400000US42003130200,42003130200,"Census Tract 1302, Allegheny County, Pennsylvania",367,106,208,56,197,55,11,15,11,15,0,10,0,10,101,50,101,50,0,10,0,10,0,10,0,10,0,10,58,76,0,10,0,10,156,66,79,46,73,45,6,8,6,8,0,10,0,10,56,42,56,42,0,10,0,10,0,10,0,10,0,10,21,33,0,10,0,10,211,63,129,47,124,48,5,7,5,7,0,10,0,10,45,37,45,37,0,10,0,10,0,10,0,10,0,10,37,46,0,10,0,10
1400000US42003130300,42003130300,"Census Tract 1303, Allegheny County, Pennsylvania",320,96,151,59,146,58,5,8,5,8,0,10,0,10,131,53,131,53,0,10,0,10,0,10,0,10,0,10,7,11,0,10,31,30,171,78,84,55,84,55,0,10,0,10,0,10,0,10,66,40,66,40,0,10,0,10,0,10,0,10,0,10,2,6,0,10,19,28,149,40,67,32,62,30,5,8,5,8,0,10,0,10,65,38,65,38,0,10,0,10,0,10,0,10,0,10,5,9,0,10,12,12
1400000US42003130400,42003130400,"Census Tract 1304, Allegheny County, Pennsylvania",299,68,133,47,120,45,13,17,13,17,0,10,0,10,89,41,89,41,0,10,0,10,0,10,0,10,0,10,61,43,13,20,3,6,109,43,45,31,45,31,0,10,0,10,0,10,0,10,24,21,24,21,0,10,0,10,0,10,0,10,0,10,40,37,0,10,0,10,190,54,88,31,75,31,13,17,13,17,0,10,0,10,65,38,65,38,0,10,0,10,0,10,0,10,0,10,21,19,13,20,3,6
1400000US42003130600,42003130600,"Census Tract 1306, Allegheny County, Pennsylvania",748,186,504,150,474,152,30,30,30,30,0,10,0,10,178,81,178,81,0,10,0,10,0,10,0,10,0,10,35,48,23,29,8,11,283,114,182,92,182,92,0,10,0,10,0,10,0,10,64,47,64,47,0,10,0,10,0,10,0,10,0,10,28,46,9,14,0,10,465,103,322,91,292,90,30,30,30,30,0,10,0,10,114,61,114,61,0,10,0,10,0,10,0,10,0,10,7,13,14,23,8,11
1400000US42003140100,42003140100,"Census Tract 1401, Allegheny County, Pennsylvania",2191,270,760,136,670,123,90,56,60,47,30,25,0,15,140,62,134,61,0,15,6,14,0,15,0,15,40,33,800,198,31,40,420,142,1224,175,402,92,377,91,25,26,23,25,2,5,0,15,56,34,56,34,0,15,0,15,0,15,0,15,40,33,425,121,11,18,290,110,967,169,358,92,293,83,65,41,37,30,28,24,0,15,84,56,78,55,0,15,6,14,0,15,0,15,0,15,375,125,20,25,130,58
1400000US42003140200,42003140200,"Census Tract 1402, Allegheny County, Pennsylvania",1419,208,697,165,617,147,80,54,57,55,23,36,0,10,339,95,339,95,0,10,0,10,0,10,0,10,34,29,233,97,0,10,116,60,659,120,373,100,326,84,47,40,36,45,11,18,0,10,142,65,142,65,0,10,0,10,0,10,0,10,24,26,76,36,0,10,44,42,760,161,324,93,291,85,33,30,21,23,12,18,0,10,197,77,197,77,0,10,0,10,0,10,0,10,10,14,157,103,0,10,72,40
1400000US42003140300,42003140300,"Census Tract 1403, Allegheny County, Pennsylvania",1862,236,1294,234,1135,234,159,70,140,61,19,29,0,10,284,89,284,89,0,10,0,10,0,10,0,10,59,36,66,38,24,37,135,60,1087,204,767,195,706,195,61,30,51,26,10,14,0,10,145,65,145,65,0,10,0,10,0,10,0,10,52,30,15,17,24,37,84,50,775,119,527,93,429,96,98,50,89,47,9,15,0,10,139,60,139,60,0,10,0,10,0,10,0,10,7,11,51,32,0,10,51,32
1400000US42003140400,42003140400,"Census Tract 1404, Allegheny County, Pennsylvania",1315,102,879,108,751,103,128,73,90,60,38,54,0,10,100,39,100,39,0,10,0,10,0,10,0,10,71,35,115,41,12,17,138,49,695,67,458,63,402,63,56,36,40,33,16,24,0,10,38,25,38,25,0,10,0,10,0,10,0,10,56,28,67,31,12,17,64,29,620,73,421,72,349,69,72,42,50,33,22,31,0,10,62,28,62,28,0,10,0,10,0,10,0,10,15,13,48,24,0,10,74,35
1400000US42003140500,42003140500,"Census Tract 1405, Allegheny County, Pennsylvania",1039,180,689,146,572,139,117,84,105,83,0,10,12,20,244,93,244,93,0,10,0,10,0,10,0,10,17,19,66,50,0,10,23,26,479,119,343,103,291,99,52,42,52,42,0,10,0,10,80,50,80,50,0,10,0,10,0,10,0,10,17,19,23,29,0,10,16,18,560,121,346,103,281,90,65,59,53,58,0,10,12,20,164,71,164,71,0,10,0,10,0,10,0,10,0,10,43,38,0,10,7,11
1400000US42003140600,42003140600,"Census Tract 1406, Allegheny County, Pennsylvania",1799,160,1226,144,1028,141,198,91,163,80,8,11,27,40,316,101,306,100,0,10,10,16,0,10,0,10,77,40,110,68,22,25,48,33,955,110,708,110,616,112,92,45,79,39,0,10,13,20,137,62,127,61,0,10,10,16,0,10,0,10,31,26,43,39,22,25,14,16,844,114,518,92,412,89,106,54,84,48,8,11,14,20,179,78,179,78,0,10,0,10,0,10,0,10,46,31,67,58,0,10,34,29
1400000US42003140800,42003140800,"Census Tract 1408, Allegheny County, Pennsylvania",2616,217,1816,167,1483,168,333,132,240,105,46,61,47,53,459,114,459,114,0,10,0,10,0,10,0,10,40,35,192,83,9,14,100,48,1387,173,912,134,726,119,186,88,139,73,27,41,20,27,256,91,256,91,0,10,0,10,0,10,0,10,28,29,127,56,0,10,64,42,1229,157,904,131,757,133,147,66,101,54,19,21,27,30,203,72,203,72,0,10,0,10,0,10,0,10,12,19,65,42,9,14,36,26
1400000US42003141000,42003141000,"Census Tract 1410, Allegheny County, Pennsylvania",561,60,384,87,344,89,40,28,35,27,5,8,0,10,124,52,124,52,0,10,0,10,0,10,0,10,0,10,3,6,19,24,31,26,273,45,184,51,161,50,23,23,23,23,0,10,0,10,57,30,57,30,0,10,0,10,0,10,0,10,0,10,3,6,12,14,17,16,288,46,200,60,183,61,17,16,12,14,5,8,0,10,67,35,67,35,0,10,0,10,0,10,0,10,0,10,0,10,7,11,14,20
1400000US42003141100,42003141100,"Census Tract 1411, Allegheny County, Pennsylvania",627,74,548,70,508,72,40,28,40,28,0,10,0,10,56,33,56,33,0,10,0,10,0,10,0,10,0,10,14,17,0,10,9,10,351,58,298,58,288,57,10,11,10,11,0,10,0,10,33,23,33,23,0,10,0,10,0,10,0,10,0,10,11,13,0,10,9,10,276,51,250,48,220,48,30,20,30,20,0,10,0,10,23,18,23,18,0,10,0,10,0,10,0,10,0,10,3,5,0,10,0,10
1400000US42003141300,42003141300,"Census Tract 1413, Allegheny County, Pennsylvania",2613,332,1526,252,1115,237,411,174,348,153,42,68,21,33,519,163,519,163,0,15,0,15,0,15,0,15,99,62,280,132,87,79,102,76,1652,251,931,196,653,173,278,135,215,108,42,68,21,33,331,118,331,118,0,15,0,15,0,15,0,15,78,54,201,122,46,51,65,54,961,199,595,142,462,136,133,65,133,65,0,15,0,15,188,110,188,110,0,15,0,15,0,15,0,15,21,25,79,62,41,63,37,38
1400000US42003141400,42003141400,"Census Tract 1414, Allegheny County, Pennsylvania",2690,351,2250,332,1899,291,351,165,282,166,69,81,0,15,289,117,289,117,0,15,0,15,0,15,0,15,14,25,110,73,0,15,27,25,1357,210,1110,220,969,177,141,98,127,100,14,24,0,15,137,65,137,65,0,15,0,15,0,15,0,15,14,25,83,66,0,15,13,21,1333,217,1140,206,930,179,210,111,155,99,55,67,0,15,152,87,152,87,0,15,0,15,0,15,0,15,0,15,27,30,0,15,14,14
1400000US42003151600,42003151600,"Census Tract 1516, Allegheny County, Pennsylvania",1381,188,1045,172,829,161,216,100,164,79,52,54,0,10,153,69,153,69,0,10,0,10,0,10,0,10,25,27,57,59,0,10,101,67,641,92,455,92,394,91,61,41,52,35,9,14,0,10,71,42,71,42,0,10,0,10,0,10,0,10,25,27,47,49,0,10,43,42,740,163,590,148,435,115,155,78,112,65,43,49,0,10,82,59,82,59,0,10,0,10,0,10,0,10,0,10,10,16,0,10,58,47
1400000US42003151700,42003151700,"Census Tract 1517, Allegheny County, Pennsylvania",2925,330,2221,300,1960,304,261,132,261,132,0,10,0,10,424,153,424,153,0,10,0,10,0,10,0,10,43,47,74,53,0,10,163,130,1495,229,1085,228,979,228,106,73,106,73,0,10,0,10,217,107,217,107,0,10,0,10,0,10,0,10,17,27,66,50,0,10,110,82,1430,170,1136,158,981,158,155,81,155,81,0,10,0,10,207,111,207,111,0,10,0,10,0,10,0,10,26,39,8,16,0,10,53,57
1400000US42003160800,42003160800,"Census Tract 1608, Allegheny County, Pennsylvania",1473,244,1049,166,900,177,149,80,137,77,0,10,12,18,305,172,298,171,0,10,0,10,7,13,0,10,0,10,101,62,0,10,18,18,962,220,664,143,573,138,91,66,80,62,0,10,11,18,208,160,201,159,0,10,0,10,7,13,0,10,0,10,81,62,0,10,9,14,511,142,385,102,327,107,58,45,57,45,0,10,1,3,97,63,97,63,0,10,0,10,0,10,0,10,0,10,20,23,0,10,9,13
1400000US42003160900,42003160900,"Census Tract 1609, Allegheny County, Pennsylvania",2058,275,1414,230,1283,234,131,66,121,63,10,16,0,10,222,117,222,117,0,10,0,10,0,10,0,10,70,57,242,88,31,42,79,70,986,201,716,156,644,151,72,51,62,48,10,16,0,10,81,47,81,47,0,10,0,10,0,10,0,10,8,12,126,62,7,12,48,52,1072,294,698,241,639,243,59,36,59,36,0,10,0,10,141,109,141,109,0,10,0,10,0,10,0,10,62,53,116,71,24,40,31,49
1400000US42003170200,42003170200,"Census Tract 1702, Allegheny County, Pennsylvania",2351,387,1580,357,1329,303,251,176,105,102,0,10,146,131,241,111,241,111,0,10,0,10,0,10,0,10,171,119,319,154,14,22,26,29,1476,377,1072,330,861,246,211,159,78,89,0,10,133,128,75,55,75,55,0,10,0,10,0,10,0,10,119,98,196,139,0,10,14,20,875,225,508,157,468,171,40,51,27,31,0,10,13,21,166,89,166,89,0,10,0,10,0,10,0,10,52,63,123,73,14,22,12,20
1400000US42003170600,42003170600,"Census Tract 1706, Allegheny County, Pennsylvania",1078,219,808,195,735,192,73,48,73,48,0,10,0,10,171,86,171,86,0,10,0,10,0,10,0,10,0,10,87,57,6,9,6,12,628,159,471,135,410,129,61,42,61,42,0,10,0,10,100,55,100,55,0,10,0,10,0,10,0,10,0,10,45,31,6,9,6,12,450,173,337,167,325,167,12,13,12,13,0,10,0,10,71,42,71,42,0,10,0,10,0,10,0,10,0,10,42,37,0,10,0,10
1400000US42003180300,42003180300,"Census Tract 1803, Allegheny County, Pennsylvania",820,134,507,108,485,105,22,26,9,16,13,20,0,10,254,112,246,111,8,14,0,10,0,10,0,10,0,10,14,22,12,20,33,29,273,83,206,77,197,78,9,16,9,16,0,10,0,10,44,48,44,48,0,10,0,10,0,10,0,10,0,10,0,10,12,20,11,17,547,113,301,75,288,76,13,20,0,10,13,20,0,10,210,103,202,100,8,14,0,10,0,10,0,10,0,10,14,22,0,10,22,23
1400000US42003180700,42003180700,"Census Tract 1807, Allegheny County, Pennsylvania",1154,166,888,160,799,140,89,60,60,47,0,10,29,35,167,61,138,53,0,10,29,31,0,10,0,10,43,46,13,18,10,11,33,36,625,123,516,110,499,110,17,20,17,20,0,10,0,10,87,40,87,40,0,10,0,10,0,10,0,10,0,10,0,10,0,10,22,21,529,107,372,108,300,90,72,47,43,30,0,10,29,35,80,42,51,28,0,10,29,31,0,10,0,10,43,46,13,18,10,11,11,18
1400000US42003190300,42003190300,"Census Tract 1903, Allegheny County, Pennsylvania",1105,179,768,143,622,133,146,63,84,53,60,45,2,4,143,84,113,60,23,34,7,14,0,10,0,10,63,57,29,25,9,13,93,51,546,130,420,118,316,106,104,55,46,34,56,46,2,4,40,29,33,25,0,10,7,14,0,10,0,10,37,38,25,24,9,13,15,19,559,120,348,89,306,85,42,28,38,28,4,8,0,10,103,73,80,48,23,34,0,10,0,10,0,10,26,42,4,8,0,10,78,49
1400000US42003191100,42003191100,"Census Tract 1911, Allegheny County, Pennsylvania",1479,183,1208,187,1072,196,136,74,116,66,20,32,0,10,102,61,102,61,0,10,0,10,0,10,0,10,0,10,56,36,23,23,90,100,869,139,655,148,568,143,87,59,81,58,6,10,0,10,82,54,82,54,0,10,0,10,0,10,0,10,0,10,49,35,14,19,69,97,610,130,553,129,504,124,49,35,35,28,14,22,0,10,20,21,20,21,0,10,0,10,0,10,0,10,0,10,7,11,9,14,21,21
1400000US42003191400,42003191400,"Census Tract 1914, Allegheny County, Pennsylvania",1586,201,1130,185,973,183,157,105,157,105,0,10,0,10,288,153,199,118,0,10,89,78,0,10,0,10,16,26,107,58,16,19,29,26,847,191,550,134,491,133,59,50,59,50,0,10,0,10,183,120,125,85,0,10,58,72,0,10,0,10,16,26,75,51,16,19,7,11,739,164,580,160,482,157,98,60,98,60,0,10,0,10,105,62,74,53,0,10,31,32,0,10,0,10,0,10,32,27,0,10,22,24
1400000US42003191500,42003191500,"Census Tract 1915, Allegheny County, Pennsylvania",1014,262,670,174,515,135,155,91,125,84,11,20,19,22,327,224,274,222,29,45,24,32,0,10,0,10,0,10,16,25,1,2,0,10,600,210,373,124,316,105,57,57,46,54,11,20,0,10,210,180,186,175,0,10,24,32,0,10,0,10,0,10,16,25,1,2,0,10,414,92,297,71,199,64,98,58,79,53,0,10,19,22,117,73,88,61,29,45,0,10,0,10,0,10,0,10,0,10,0,10,0,10
1400000US42003191600,42003191600,"Census Tract 1916, Allegheny County, Pennsylvania",2323,280,1684,250,1410,204,274,144,224,128,50,43,0,10,488,131,305,127,144,71,39,33,0,10,0,10,0,10,0,10,38,42,113,75,1373,226,1043,193,898,172,145,77,130,75,15,20,0,10,283,106,180,101,84,57,19,21,0,10,0,10,0,10,0,10,29,40,18,19,950,106,641,113,512,98,129,82,94,63,35,31,0,10,205,78,125,70,60,46,20,26,0,10,0,10,0,10,0,10,9,14,95,73
1400000US42003191700,42003191700,"Census Tract 1917, Allegheny County, Pennsylvania",1961,205,1566,185,1265,159,301,124,283,122,0,10,18,22,275,94,267,92,8,12,0,10,0,10,0,10,0,10,21,21,11,16,88,71,978,136,769,129,633,107,136,72,136,72,0,10,0,10,140,78,140,78,0,10,0,10,0,10,0,10,0,10,12,17,0,10,57,66,983,128,797,129,632,125,165,91,147,88,0,10,18,22,135,63,127,62,8,12,0,10,0,10,0,10,0,10,9,13,11,16,31,26
1400000US42003191800,42003191800,"Census Tract 1918, Allegheny County, Pennsylvania",2595,338,2032,379,1840,357,192,112,178,112,14,20,0,15,108,70,103,68,5,9,0,15,0,15,0,15,0,15,88,66,19,29,348,295,1153,222,961,213,898,217,63,53,63,53,0,15,0,15,27,34,22,33,5,9,0,15,0,15,0,15,0,15,25,40,19,29,121,115,1442,218,1071,236,942,224,129,81,115,83,14,20,0,15,81,58,81,58,0,15,0,15,0,15,0,15,0,15,63,51,0,15,227,198
1400000US42003191900,42003191900,"Census Tract 1919, Allegheny County, Pennsylvania",1079,133,917,124,767,138,150,81,150,81,0,10,0,10,103,66,103,66,0,10,0,10,0,10,0,10,0,10,16,24,12,16,31,24,413,106,326,83,289,86,37,40,37,40,0,10,0,10,64,59,64,59,0,10,0,10,0,10,0,10,0,10,0,10,9,15,14,16,666,92,591,99,478,120,113,71,113,71,0,10,0,10,39,29,39,29,0,10,0,10,0,10,0,10,0,10,16,24,3,7,17,19
1400000US42003192000,42003192000,"Census Tract 1920, Allegheny County, Pennsylvania",1678,226,1292,177,1038,175,254,99,239,94,0,10,15,23,258,102,43,36,150,79,65,51,0,10,0,10,0,10,50,46,11,17,67,67,914,157,763,155,638,150,125,84,110,82,0,10,15,23,91,47,29,28,41,34,21,29,0,10,0,10,0,10,40,49,11,17,9,14,764,127,529,108,400,102,129,48,129,48,0,10,0,10,167,81,14,22,109,62,44,41,0,10,0,10,0,10,10,18,0,10,58,65
1400000US42003202200,42003202200,"Census Tract 2022, Allegheny County, Pennsylvania",1160,183,849,150,763,151,86,70,51,50,0,10,35,52,215,91,215,91,0,10,0,10,0,10,0,10,0,10,56,67,22,33,18,27,572,112,353,75,321,72,32,33,13,16,0,10,19,29,162,93,162,93,0,10,0,10,0,10,0,10,0,10,39,64,0,10,18,27,588,126,496,126,442,119,54,55,38,52,0,10,16,23,53,37,53,37,0,10,0,10,0,10,0,10,0,10,17,21,22,33,0,10
1400000US42003202300,42003202300,"Census Tract 2023, Allegheny County, Pennsylvania",2313,261,1932,265,1523,211,409,205,409,205,0,10,0,10,165,96,149,93,16,26,0,10,0,10,0,10,0,10,130,109,52,41,34,32,1183,205,963,188,760,172,203,107,203,107,0,10,0,10,118,90,118,90,0,10,0,10,0,10,0,10,0,10,52,69,38,36,12,20,1130,202,969,201,763,174,206,112,206,112,0,10,0,10,47,45,31,36,16,26,0,10,0,10,0,10,0,10,78,82,14,22,22,25
1400000US42003210700,42003210700,"Census Tract 2107, Allegheny County, Pennsylvania",879,157,495,142,455,133,40,33,32,31,8,14,0,10,201,84,174,79,7,11,20,23,0,10,0,10,26,30,54,32,29,30,74,50,427,113,243,108,239,108,4,7,0,10,4,7,0,10,82,45,62,38,0,10,20,23,0,10,0,10,26,30,16,18,29,30,31,30,452,100,252,74,216,68,36,32,32,31,4,7,0,10,119,75,112,74,7,11,0,10,0,10,0,10,0,10,38,28,0,10,43,33
1400000US42003220600,42003220600,"Census Tract 2206, Allegheny County, Pennsylvania",870,111,485,106,442,102,43,34,34,28,9,15,0,10,107,46,82,39,0,10,25,24,0,10,0,10,15,12,167,47,19,44,77,38,487,82,275,70,254,69,21,22,12,13,9,15,0,10,48,37,48,37,0,10,0,10,0,10,0,10,15,12,82,33,19,44,48,28,383,74,210,61,188,55,22,22,22,22,0,10,0,10,59,31,34,21,0,10,25,24,0,10,0,10,0,10,85,36,0,10,29,21
1400000US42003240600,42003240600,"Census Tract 2406, Allegheny County, Pennsylvania",1209,195,875,176,744,168,131,70,114,66,17,24,0,10,172,98,172,98,0,10,0,10,0,10,0,10,21,24,96,56,0,10,45,41,723,134,505,114,446,112,59,40,59,40,0,10,0,10,114,81,114,81,0,10,0,10,0,10,0,10,13,21,63,54,0,10,28,27,486,122,370,113,298,102,72,43,55,35,17,24,0,10,58,51,58,51,0,10,0,10,0,10,0,10,8,12,33,27,0,10,17,20
1400000US42003241200,42003241200,"Census Tract 2412, Allegheny County, Pennsylvania",405,79,280,68,248,64,32,30,25,25,0,10,7,15,65,46,65,46,0,10,0,10,0,10,0,10,0,10,56,33,0,10,4,7,207,58,160,60,139,54,21,26,14,21,0,10,7,15,27,31,27,31,0,10,0,10,0,10,0,10,0,10,20,17,0,10,0,10,198,47,120,34,109,31,11,14,11,14,0,10,0,10,38,31,38,31,0,10,0,10,0,10,0,10,0,10,36,30,0,10,4,7
1400000US42003250300,42003250300,"Census Tract 2503, Allegheny County, Pennsylvania",594,161,293,117,263,115,30,31,30,31,0,10,0,10,159,83,154,84,0,10,5,7,0,10,0,10,6,9,112,64,0,10,24,21,328,137,220,107,205,106,15,16,15,16,0,10,0,10,51,52,51,52,0,10,0,10,0,10,0,10,6,9,32,22,0,10,19,16,266,84,73,40,58,38,15,17,15,17,0,10,0,10,108,68,103,67,0,10,5,7,0,10,0,10,0,10,80,57,0,10,5,8
1400000US42003250700,42003250700,"Census Tract 2507, Allegheny County, Pennsylvania",191,69,70,33,64,32,6,9,6,9,0,10,0,10,44,38,44,38,0,10,0,10,0,10,0,10,11,18,58,41,0,10,8,9,81,47,27,20,21,17,6,9,6,9,0,10,0,10,27,26,27,26,0,10,0,10,0,10,0,10,11,18,11,18,0,10,5,7,110,47,43,31,43,31,0,10,0,10,0,10,0,10,17,20,17,20,0,10,0,10,0,10,0,10,0,10,47,36,0,10,3,6
1400000US42003250900,42003250900,"Census Tract 2509, Allegheny County, Pennsylvania",484,107,339,97,267,104,72,70,72,70,0,10,0,10,93,74,93,74,0,10,0,10,0,10,0,10,0,10,52,40,0,10,0,10,184,58,153,56,116,59,37,38,37,38,0,10,0,10,31,37,31,37,0,10,0,10,0,10,0,10,0,10,0,10,0,10,0,10,300,82,186,53,151,58,35,34,35,34,0,10,0,10,62,60,62,60,0,10,0,10,0,10,0,10,0,10,52,40,0,10,0,10
1400000US42003260200,42003260200,"Census Tract 2602, Allegheny County, Pennsylvania",1027,104,864,102,778,100,86,47,61,39,25,36,0,10,99,43,99,43,0,10,0,10,0,10,0,10,0,10,11,13,9,12,44,35,548,77,454,72,413,72,41,24,29,23,12,18,0,10,39,30,39,30,0,10,0,10,0,10,0,10,0,10,7,10,9,12,39,34,479,80,410,67,365,65,45,36,32,31,13,18,0,10,60,36,60,36,0,10,0,10,0,10,0,10,0,10,4,8,0,10,5,8
1400000US42003260700,42003260700,"Census Tract 2607, Allegheny County, Pennsylvania",971,126,674,122,554,105,120,84,109,82,1,4,10,12,186,81,186,81,0,10,0,10,0,10,0,10,8,12,14,21,45,70,44,26,508,89,428,87,379,80,49,43,45,41,1,4,3,5,41,25,41,25,0,10,0,10,0,10,0,10,8,12,14,21,0,10,17,19,463,117,246,84,175,62,71,56,64,55,0,10,7,8,145,82,145,82,0,10,0,10,0,10,0,10,0,10,0,10,45,70,27,26
