route_id,service_id,trip_id,trip_headsign,direction_id,block_id,shape_id
048-164,1609-Collier-Weekday-25,2845-1386545,Outbound-ARLINGTON-SOUTH SIDE WORKS TO SOUTH HILLS JUNCTION,0,048 -272,0480101
041-164,1609-Collier-Weekday-25,2846-1386392,Outbound-BOWER HILL TO BRIDGEVILLE,0,041 -219,0410024
048-164,1609-Collier-Weekday-25,2847-1386546,Outbound-ARLINGTON-SOUTH SIDE WORKS TO SOUTH HILLS JUNCTION,0,048 -273,0480101
041-164,1609-Collier-Weekday-25,2848-1386393,Outbound-BOWER HILL TO BRIDGEVILLE,0,041 -220,0410024
048-164,1609-Collier-Weekday-25,2849-1386547,Outbound-ARLINGTON-SOUTH SIDE WORKS TO SOUTH HILLS JUNCTION,0,048 -274,0480101
043-164,1609-Collier-Weekday-25,2850-1386388,Outbound-BAILEY TO BOGGS AVENUE,0,043 -242,0430029
041-164,1609-Collier-Weekday-25,2851-1386397,Outbound-BOWER HILL TO BRIDGEVILLE,0,041 -221,0410024
048-164,1609-Collier-Weekday-25,2852-1386548,Outbound-ARLINGTON-SOUTH SIDE WORKS TO SOUTH HILLS JUNCTION,0,048 -275,0480101
041-164,1609-Collier-Weekday-25,2853-1386401,Outbound-BOWER HILL TO BRIDGEVILLE,0,041 -222,0410024
043-164,1609-Collier-Weekday-25,2854-1386389,Outbound-BAILEY TO BOGGS AVENUE,0,043 -243,0430029
048-164,1609-Collier-Weekday-25,2855-1386545,Outbound-ARLINGTON-SOUTH SIDE WORKS TO SOUTH HILLS JUNCTION,0,048 -272,0480101
041-164,1609-Collier-Weekday-25,2856-1386404,Outbound-BOWER HILL TO BRIDGEVILLE,0,041 -223,0410024
048-164,1609-Collier-Weekday-25,2857-1386549,Outbound-ARLINGTON-SOUTH SIDE WORKS TO SOUTH HILLS JUNCTION,0,048 -276,0480101
041-164,1609-Collier-Weekday-25,2858-1386409,Outbound-BOWER HILL TO BRIDGEVILLE,0,041 -224,0410024
043-164,1609-Collier-Weekday-25,2859-1386388,Outbound-BAILEY TO BOGGS AVENUE,0,043 -242,0430029
048-164,1609-Collier-Weekday-25,2860-1386546,Outbound-ARLINGTON-SOUTH SIDE WORKS TO SOUTH HILLS JUNCTION,0,048 -273,0480101
041-164,1609-Collier-Weekday-25,2861-1386685,Outbound-BOWER HILL TO BRIDGEVILLE,0,041 -225,0410024
048-164,1609-Collier-Weekday-25,2862-1386547,Outbound-ARLINGTON-SOUTH SIDE WORKS TO SOUTH HILLS JUNCTION,0,048 -274,0480101
041-164,1609-Collier-Weekday-25,2863-1386393,Outbound-BOWER HILL TO BRIDGEVILLE,0,041 -220,0410024
043-164,1609-Collier-Weekday-25,2864-1386389,Outbound-BAILEY TO BOGGS AVENUE,0,043 -243,0430029
048-164,1609-Collier-Weekday-25,2865-1386548,Outbound-ARLINGTON-SOUTH SIDE WORKS TO SOUTH HILLS JUNCTION,0,048 -275,0480101
041-164,1609-Collier-Weekday-25,2866-1386397,Outbound-BOWER HILL TO BRIDGEVILLE,0,041 -221,0410024
048-164,1609-Collier-Weekday-25,2867-1386545,Outbound-ARLINGTON-SOUTH SIDE WORKS TO SOUTH HILLS JUNCTION,0,048 -272,0480101
043-164,1609-Collier-Weekday-25,2868-1386388,Outbound-BAILEY TO BOGGS AVENUE,0,043 -242,0430029
041-164,1609-Collier-Weekday-25,2869-1386401,Outbound-BOWER HILL TO BRIDGEVILLE,0,041 -222,0410024
048-164,1609-Collier-Weekday-25,2870-1386546,Outbound-ARLINGTON-SOUTH SIDE WORKS TO SOUTH HILLS JUNCTION,0,048 -273,0480101
041-164,1609-Collier-Weekday-25,2871-1386620,Outbound-BOWER HILL TO BRIDGEVILLE,0,041 -226,0410024
048-164,1609-Collier-Weekday-25,2872-1386547,Outbound-ARLINGTON-SOUTH SIDE WORKS TO SOUTH HILLS JUNCTION,0,048 -274,0480101
041-164,1609-Collier-Weekday-25,2873-1386685,Outbound-BOWER HILL TO BRIDGEVILLE,0,041 -225,0410024
043-164,1609-Collier-Weekday-25,2874-1386388,Outbound-BAILEY TO BOGGS AVENUE,0,043 -242,0430029
048-164,1609-Collier-Weekday-25,2875-1386711,Outbound-ARLINGTON-SOUTH SIDE WORKS TO SOUTH HILLS JUNCTION,0,048 -277,0480101
041-164,1609-Collier-Weekday-25,2876-1386684,Outbound-BOWER HILL TO BRIDGEVILLE,0,041 -227,0410024
048-164,1609-Collier-Weekday-25,2877-1386587,Outbound-ARLINGTON-SOUTH SIDE WORKS TO SOUTH HILLS JUNCTION,0,048 -278,0480101
041-164,1609-Collier-Weekday-25,2878-1386687,Outbound-BOWER HILL TO BRIDGEVILLE,0,041 -228,0410024
043-164,1609-Collier-Weekday-25,2879-1386702,Outbound-BAILEY TO BOGGS AVENUE,0,043 -244,0430029
048-164,1609-Collier-Weekday-25,2880-1386656,Outbound-ARLINGTON-SOUTH SIDE WORKS TO SOUTH HILLS JUNCTION,0,048 -279,0480101
041-164,1609-Collier-Weekday-25,2881-1386620,Outbound-BOWER HILL TO BRIDGEVILLE,0,041 -226,0410024
048-164,1609-Collier-Weekday-25,2882-1386711,Outbound-ARLINGTON-SOUTH SIDE WORKS TO SOUTH HILLS JUNCTION,0,048 -277,0480101
041-164,1609-Collier-Weekday-25,2883-1386693,Outbound-BOWER HILL TO BRIDGEVILLE,0,041 -229,0410024
048-164,1609-Collier-Weekday-25,2884-1386587,Outbound-ARLINGTON-SOUTH SIDE WORKS TO SOUTH HILLS JUNCTION,0,048 -278,0480101
043-164,1609-Collier-Weekday-25,2885-1386702,Outbound-BAILEY TO BOGGS AVENUE,0,043 -244,0430029
041-164,1609-Collier-Weekday-25,2886-1386684,Outbound-BOWER HILL TO BRIDGEVILLE,0,041 -227,0410024
048-164,1609-Collier-Weekday-25,2887-1386656,Outbound-ARLINGTON-SOUTH SIDE WORKS TO SOUTH HILLS JUNCTION,0,048 -279,0480101
041-164,1609-Collier-Weekday-25,2888-1386687,Outbound-BOWER HILL TO BRIDGEVILLE,0,041 -228,0410024
048-164,1609-Collier-Weekday-25,2889-1386711,Outbound-ARLINGTON-SOUTH SIDE WORKS TO SOUTH HILLS JUNCTION,0,048 -277,0480101
041-164,1609-Collier-Weekday-25,2890-1386692,Outbound-BOWER HILL TO BRIDGEVILLE,0,041 -230,0410024
043-164,1609-Collier-Weekday-25,2891-1386702,Outbound-BAILEY TO BOGGS AVENUE,0,043 -244,0430029
048-164,1609-Collier-Weekday-25,2892-1386589,Outbound-ARLINGTON-SOUTH SIDE WORKS TO SOUTH HILLS JUNCTION,0,048 -280,0480101
041-164,1609-Collier-Weekday-25,2893-1386693,Outbound-BOWER HILL TO BRIDGEVILLE,0,041 -229,0410024
048-164,1609-Collier-Weekday-25,2894-1386657,Outbound-ARLINGTON-SOUTH SIDE WORKS TO SOUTH HILLS JUNCTION,0,048 -281,0480101
041-164,1609-Collier-Weekday-25,2895-1386686,Outbound-BOWER HILL TO BRIDGEVILLE,0,041 -231,0410024
043-164,1609-Collier-Weekday-25,2896-1386642,Outbound-BAILEY TO BOGGS AVENUE,0,043 -245,0430029
048-164,1609-Collier-Weekday-25,2897-1386715,Outbound-ARLINGTON-SOUTH SIDE WORKS TO SOUTH HILLS JUNCTION,0,048 -282,0480101
041-164,1609-Collier-Weekday-25,2898-1386689,Outbound-BOWER HILL TO BRIDGEVILLE,0,041 -232,0410024
043-164,1609-Collier-Weekday-25,2899-1386390,Outbound-BAILEY TO BOGGS AVENUE,0,043 -246,0430029
048-164,1609-Collier-Weekday-25,2900-1386589,Outbound-ARLINGTON-SOUTH SIDE WORKS TO SOUTH HILLS JUNCTION,0,048 -280,0480101
041-164,1609-Collier-Weekday-25,2901-1386699,Outbound-BOWER HILL TO BRIDGEVILLE,0,041 -233,0410024
048-164,1609-Collier-Weekday-25,2902-1386550,Outbound-ARLINGTON-SOUTH SIDE WORKS TO SOUTH HILLS JUNCTION,0,048 -283,0480101
041-164,1609-Collier-Weekday-25,2903-1386391,Outbound-BOWER HILL TO BRIDGEVILLE,0,041 -234,0410024
043-164,1609-Collier-Weekday-25,2904-1386642,Outbound-BAILEY TO BOGGS AVENUE,0,043 -245,0430029
048-164,1609-Collier-Weekday-25,2905-1386657,Outbound-ARLINGTON-SOUTH SIDE WORKS TO SOUTH HILLS JUNCTION,0,048 -281,0480101
041-164,1609-Collier-Weekday-25,2906-1386694,Outbound-BOWER HILL TO BRIDGEVILLE,0,041 -235,0410024
048-164,1609-Collier-Weekday-25,2907-1386551,Outbound-ARLINGTON-SOUTH SIDE WORKS TO SOUTH HILLS JUNCTION,0,048 -284,0480101
041-164,1609-Collier-Weekday-25,2908-1386686,Outbound-BOWER HILL TO BRIDGEVILLE,0,041 -231,0410024
043-164,1609-Collier-Weekday-25,2909-1386390,Outbound-BAILEY TO BOGGS AVENUE,0,043 -246,0430029
048-164,1609-Collier-Weekday-25,2910-1386719,Outbound-ARLINGTON-SOUTH SIDE WORKS TO SOUTH HILLS JUNCTION,0,048 -285,0480101
041-164,1609-Collier-Weekday-25,2911-1386395,Outbound-BOWER HILL TO BRIDGEVILLE,0,041 -236,0410024
048-164,1609-Collier-Weekday-25,2912-1386697,Outbound-ARLINGTON-SOUTH SIDE WORKS TO SOUTH HILLS JUNCTION,0,048 -286,0480101
043-164,1609-Collier-Weekday-25,2913-1386643,Outbound-BAILEY TO BOGGS AVENUE,0,043 -247,0430029
041-164,1609-Collier-Weekday-25,2914-1386689,Outbound-BOWER HILL TO BRIDGEVILLE,0,041 -232,0410024
048-164,1609-Collier-Weekday-25,2915-1386550,Outbound-ARLINGTON-SOUTH SIDE WORKS TO SOUTH HILLS JUNCTION,0,048 -283,0480101
041-164,1609-Collier-Weekday-25,2916-1386400,Outbound-BOWER HILL TO BRIDGEVILLE,0,041 -237,0410024
043-164,1609-Collier-Weekday-25,2917-1386390,Outbound-BAILEY TO BOGGS AVENUE,0,043 -246,0430029
048-164,1609-Collier-Weekday-25,2918-1386657,Outbound-ARLINGTON-SOUTH SIDE WORKS TO SOUTH HILLS JUNCTION,0,048 -281,0480101
041-164,1609-Collier-Weekday-25,2919-1386699,Outbound-BOWER HILL TO BRIDGEVILLE,0,041 -233,0410024
048-164,1609-Collier-Weekday-25,2920-1386551,Outbound-ARLINGTON-SOUTH SIDE WORKS TO SOUTH HILLS JUNCTION,0,048 -284,0480101
041-164,1609-Collier-Weekday-25,2921-1386631,Outbound-BOWER HILL TO BRIDGEVILLE,0,041 -238,0410024
043-164,1609-Collier-Weekday-25,2922-1386643,Outbound-BAILEY TO BOGGS AVENUE,0,043 -247,0430029
048-164,1609-Collier-Weekday-25,2923-1386719,Outbound-ARLINGTON-SOUTH SIDE WORKS TO SOUTH HILLS JUNCTION,0,048 -285,0480101
041-164,1609-Collier-Weekday-25,2924-1386696,Outbound-BOWER HILL TO BRIDGEVILLE,0,041 -239,0410024
043-164,1609-Collier-Weekday-25,2925-1386390,Outbound-BAILEY TO BOGGS AVENUE,0,043 -246,0430029
048-164,1609-Collier-Weekday-25,2926-1386697,Outbound-ARLINGTON-SOUTH SIDE WORKS TO SOUTH HILLS JUNCTION,0,048 -286,0480101
048-164,1609-Collier-Weekday-25,2927-1386717,Outbound-ARLINGTON-SOUTH SIDE WORKS TO SOUTH HILLS JUNCTION,0,048 -287,0480101
043-164,1609-Collier-Weekday-25,2928-1386643,Outbound-BAILEY TO BOGGS AVENUE,0,043 -247,0430029
041-164,1609-Collier-Weekday-25,2929-1386400,Outbound-BOWER HILL TO BRIDGEVILLE,0,041 -237,0410024
048-164,1609-Collier-Weekday-25,2930-1386719,Outbound-ARLINGTON-SOUTH SIDE WORKS TO SOUTH HILLS JUNCTION,0,048 -285,0480101
048-164,1609-Collier-Weekday-25,2931-1386697,Outbound-ARLINGTON-SOUTH SIDE WORKS TO SOUTH HILLS JUNCTION,0,048 -286,0480101
041-164,1609-Collier-Weekday-25,2932-1386696,Outbound-BOWER HILL TO BRIDGEVILLE,0,041 -239,0410024
043-164,1609-Collier-Weekday-25,2933-1386643,Outbound-BAILEY TO BOGGS AVENUE,0,043 -247,0430029
048-164,1609-Collier-Weekday-25,2934-1386717,Outbound-ARLINGTON-SOUTH SIDE WORKS TO SOUTH HILLS JUNCTION,0,048 -287,0480101
048-164,1609-Collier-Weekday-25,2935-1386720,Outbound-ARLINGTON-SOUTH SIDE WORKS TO SOUTH HILLS JUNCTION,0,048 -288,0480101
041-164,1609-Collier-Weekday-25,2936-1386701,Outbound-BOWER HILL TO BRIDGEVILLE,0,041 -240,0410024
043-164,1609-Collier-Weekday-25,2937-1386705,Outbound-BAILEY TO BOGGS AVENUE,0,043 -248,0430029
048-164,1609-Collier-Weekday-25,2938-1386650,Outbound-ARLINGTON-SOUTH SIDE WORKS TO SOUTH HILLS JUNCTION,0,048 -289,0480101
048-164,1609-Collier-Weekday-25,2939-1386718,Outbound-ARLINGTON-SOUTH SIDE WORKS TO SOUTH HILLS JUNCTION,0,048 -290,0480101
041-164,1609-Collier-Weekday-25,2940-1386698,Outbound-BOWER HILL TO BRIDGEVILLE,0,041 -241,0410024
048-164,1609-Collier-Weekday-25,2941-1386720,Outbound-ARLINGTON-SOUTH SIDE WORKS TO SOUTH HILLS JUNCTION,0,048 -288,0480101
043-164,1609-Collier-Weekday-25,2942-1386705,Outbound-BAILEY TO BOGGS AVENUE,0,043 -248,0430029
048-164,1609-Collier-Weekday-25,2943-1386650,Outbound-ARLINGTON-SOUTH SIDE WORKS TO SOUTH HILLS JUNCTION,0,048 -289,0480101
041-164,1609-Collier-Weekday-25,2944-1386701,Outbound-BOWER HILL TO BRIDGEVILLE,0,041 -240,0410024
048-164,1609-Collier-Weekday-25,2945-1386718,Outbound-ARLINGTON-SOUTH SIDE WORKS TO SOUTH HILLS JUNCTION,0,048 -290,0480101
043-164,1609-Collier-Weekday-25,2946-1386705,Outbound-BAILEY TO BOGGS AVENUE,0,043 -248,0430029
048-164,1609-Collier-Weekday-25,2947-1386720,Outbound-ARLINGTON-SOUTH SIDE WORKS TO SOUTH HILLS JUNCTION,0,048 -288,0480101
041-164,1609-Collier-Weekday-25,2948-1386698,Outbound-BOWER HILL TO BRIDGEVILLE,0,041 -241,0410024
036-164,1609-Collier-Weekday-25,2949-1386423,Outbound-BANKSVILLE SOUTH HILLS VILLAGE,0,036 -133,0360012
036-164,1609-Collier-Weekday-25,2950-1386424,Outbound-BANKSVILLE SOUTH HILLS VILLAGE,0,036 -134,0360012
038-164,1609-Collier-Weekday-25,2951-1386440,Outbound-GREEN TREE CHAR VALLEY SC VIA ORCH SPRING-LINDSAY,0,038 -146,0380066
038-164,1609-Collier-Weekday-25,2952-1386442,Outbound-GREEN TREE CHAR VALLEY SC VIA ORCH SPRING-LINDSAY,0,038 -147,0380066
036-164,1609-Collier-Weekday-25,2953-1386425,Outbound-BANKSVILLE SOUTH HILLS VILLAGE,0,036 -135,0360012
038-164,1609-Collier-Weekday-25,2954-1386443,Outbound-GREEN TREE CHAR VALLEY SC VIA ORCH SPRING-LINDSAY,0,038 -148,0380066
038-164,1609-Collier-Weekday-25,2955-1386446,Outbound-GREEN TREE CHAR VALLEY SC VIA ORCH SPRING-LINDSAY,0,038 -149,0380066
038-164,1609-Collier-Weekday-25,2956-1386447,Outbound-GREEN TREE CHAR VALLEY SC VIA ORCH SPRING-LINDSAY,0,038 -150,0380066
036-164,1609-Collier-Weekday-25,2957-1386426,Outbound-BANKSVILLE SOUTH HILLS VILLAGE,0,036 -136,0360012
038-164,1609-Collier-Weekday-25,2958-1386463,Outbound-GREEN TREE TO MT LEBANON STATION,0,038 -151,0380073
038-164,1609-Collier-Weekday-25,2959-1386449,Outbound-GREEN TREE CHAR VALLEY SC VIA ORCH SPRING-LINDSAY,0,038 -152,0380066
038-164,1609-Collier-Weekday-25,2960-1386454,Outbound-GREEN TREE TO MT LEBANON STATION,0,038 -153,0380073
036-164,1609-Collier-Weekday-25,2961-1386423,Outbound-BANKSVILLE SOUTH HILLS VILLAGE,0,036 -133,0360012
038-164,1609-Collier-Weekday-25,2962-1386453,Outbound-GREEN TREE CHAR VALLEY SC VIA ORCH SPRING-LINDSAY,0,038 -154,0380066
038-164,1609-Collier-Weekday-25,2963-1386457,Outbound-GREEN TREE TO MT LEBANON STATION,0,038 -155,0380073
038-164,1609-Collier-Weekday-25,2964-1386440,Outbound-GREEN TREE CHAR VALLEY SC VIA ORCH SPRING-LINDSAY,0,038 -146,0380066
036-164,1609-Collier-Weekday-25,2965-1386424,Outbound-BANKSVILLE SOUTH HILLS VILLAGE,0,036 -134,0360012
038-164,1609-Collier-Weekday-25,2966-1386459,Outbound-GREEN TREE TO MT LEBANON STATION,0,038 -156,0380073
038-164,1609-Collier-Weekday-25,2967-1386660,Outbound-GREEN TREE CHAR VALLEY SC VIA ORCH SPRING-LINDSAY,0,038 -158,0380066
038-164,1609-Collier-Weekday-25,2968-1386460,Outbound-GREEN TREE TO MT LEBANON STATION,0,038 -157,0380073
038-164,1609-Collier-Weekday-25,2969-1386443,Outbound-GREEN TREE CHAR VALLEY SC VIA ORCH SPRING-LINDSAY,0,038 -148,0380066
036-164,1609-Collier-Weekday-25,2970-1386425,Outbound-BANKSVILLE SOUTH HILLS VILLAGE,0,036 -135,0360012
038-164,1609-Collier-Weekday-25,2971-1386463,Outbound-GREEN TREE TO MT LEBANON STATION,0,038 -151,0380073
038-164,1609-Collier-Weekday-25,2972-1386640,Outbound-GREEN TREE CHAR VALLEY SC VIA ORCH SPRING-LINDSAY,0,038 -159,0380066
038-164,1609-Collier-Weekday-25,2973-1386454,Outbound-GREEN TREE TO MT LEBANON STATION,0,038 -153,0380073
038-164,1609-Collier-Weekday-25,2974-1386447,Outbound-GREEN TREE CHAR VALLEY SC VIA ORCH SPRING-LINDSAY,0,038 -150,0380066
038-164,1609-Collier-Weekday-25,2975-1386662,Outbound-GREEN TREE CHAR VALLEY SC VIA LINDSAY RD,0,038 -160,0380072
038-164,1609-Collier-Weekday-25,2976-1386457,Outbound-GREEN TREE TO MT LEBANON STATION,0,038 -155,0380073
038-164,1609-Collier-Weekday-25,2977-1386453,Outbound-GREEN TREE CHAR VALLEY SC VIA ORCH SPRING-LINDSAY,0,038 -154,0380066
036-164,1609-Collier-Weekday-25,2978-1386654,Outbound-BANKSVILLE SOUTH HILLS VILLAGE,0,036 -137,0360012
038-164,1609-Collier-Weekday-25,2979-1386460,Outbound-GREEN TREE TO MT LEBANON STATION,0,038 -157,0380073
038-164,1609-Collier-Weekday-25,2980-1386456,Outbound-GREEN TREE CHAR VALLEY SC VIA ORCH SPRING-LINDSAY,0,031 -109,0380066
038-164,1609-Collier-Weekday-25,2981-1386454,Outbound-GREEN TREE TO MT LEBANON STATION,0,038 -153,0380073
036-164,1609-Collier-Weekday-25,2982-1386652,Outbound-BANKSVILLE SOUTH HILLS VILLAGE,0,036 -138,0360012
038-164,1609-Collier-Weekday-25,2983-1386690,Outbound-GREEN TREE CHAR VALLEY SC VIA LINDSAY RD,0,038 -161,0380072
038-164,1609-Collier-Weekday-25,2984-1386627,Outbound-GREEN TREE TO MT LEBANON STATION,0,038 -162,0380073
036-164,1609-Collier-Weekday-25,2985-1386615,Outbound-BANKSVILLE SOUTH HILLS VILLAGE,0,036 -139,0360012
038-164,1609-Collier-Weekday-25,2986-1386713,Outbound-GREEN TREE CHAR VALLEY SC VIA LINDSAY RD,0,038 -163,0380072
038-164,1609-Collier-Weekday-25,2987-1386439,Outbound-GREEN TREE TO MT LEBANON STATION,0,038 -164,0380073
036-164,1609-Collier-Weekday-25,2988-1386655,Outbound-BANKSVILLE SOUTH HILLS VILLAGE,0,036 -140,0360012
038-164,1609-Collier-Weekday-25,2989-1386653,Outbound-GREEN TREE CHAR VALLEY SC VIA LINDSAY RD,0,038 -165,0380072
038-164,1609-Collier-Weekday-25,2990-1386451,Outbound-GREEN TREE TO MT LEBANON STATION,0,038 -166,0380073
036-164,1609-Collier-Weekday-25,2991-1386618,Outbound-BANKSVILLE SOUTH HILLS VILLAGE,0,036 -141,0360012
038-164,1609-Collier-Weekday-25,2992-1386616,Outbound-GREEN TREE CHAR VALLEY SC VIA LINDSAY RD,0,038 -167,0380072
038-164,1609-Collier-Weekday-25,2993-1386448,Outbound-GREEN TREE TO MT LEBANON STATION,0,038 -168,0380073
036-164,1609-Collier-Weekday-25,2994-1386661,Outbound-BANKSVILLE SOUTH HILLS VILLAGE,0,036 -142,0360012
038-164,1609-Collier-Weekday-25,2995-1386595,Outbound-GREEN TREE CHAR VALLEY SC VIA LINDSAY RD,0,038 -169,0380072
036-164,1609-Collier-Weekday-25,2996-1386618,Outbound-BANKSVILLE SOUTH HILLS VILLAGE,0,036 -141,0360012
038-164,1609-Collier-Weekday-25,2997-1386462,Outbound-GREEN TREE TO MT LEBANON STATION,0,038 -170,0380073
038-164,1609-Collier-Weekday-25,2998-1386619,Outbound-GREEN TREE CHAR VALLEY SC VIA ORCH SPRING-LINDSAY,0,038 -171,0380066
036-164,1609-Collier-Weekday-25,2999-1386428,Outbound-BANKSVILLE SOUTH HILLS VILLAGE,0,036 -143,0360012
038-164,1609-Collier-Weekday-25,3000-1386666,Outbound-GREEN TREE TO MT LEBANON STATION,0,038 -172,0380073
038-164,1609-Collier-Weekday-25,3001-1386441,Outbound-GREEN TREE CHAR VALLEY SC VIA LINDSAY RD,0,029 -102,0380072
036-164,1609-Collier-Weekday-25,3002-1386427,Outbound-BANKSVILLE SOUTH HILLS VILLAGE,0,036 -144,0360012
038-164,1609-Collier-Weekday-25,3003-1386444,Outbound-GREEN TREE CHAR VALLEY SC VIA ORCH SPRING-LINDSAY,0,038 -173,0380066
038-164,1609-Collier-Weekday-25,3004-1386595,Outbound-GREEN TREE CHAR VALLEY SC VIA LINDSAY RD,0,038 -169,0380072
038-164,1609-Collier-Weekday-25,3005-1386458,Outbound-GREEN TREE TO MT LEBANON STATION,0,038 -174,0380073
036-164,1609-Collier-Weekday-25,3006-1386618,Outbound-BANKSVILLE SOUTH HILLS VILLAGE,0,036 -141,0360012
038-164,1609-Collier-Weekday-25,3007-1386450,Outbound-GREEN TREE CHAR VALLEY SC VIA ORCH SPRING-LINDSAY,0,038 -175,0380066
038-164,1609-Collier-Weekday-25,3008-1386462,Outbound-GREEN TREE TO MT LEBANON STATION,0,038 -170,0380073
038-164,1609-Collier-Weekday-25,3009-1386605,Outbound-GREEN TREE CHAR VALLEY SC VIA ORCH SPRING-LINDSAY,0,031 -119,0380066
036-164,1609-Collier-Weekday-25,3010-1386428,Outbound-BANKSVILLE SOUTH HILLS VILLAGE,0,036 -143,0360012
038-164,1609-Collier-Weekday-25,3011-1386630,Outbound-GREEN TREE TO MT LEBANON STATION,0,038 -176,0380073
038-164,1609-Collier-Weekday-25,3012-1386455,Outbound-GREEN TREE CHAR VALLEY SC VIA ORCH SPRING-LINDSAY,0,038 -177,0380066
038-164,1609-Collier-Weekday-25,3013-1386666,Outbound-GREEN TREE TO MT LEBANON STATION,0,038 -172,0380073
038-164,1609-Collier-Weekday-25,3014-1386619,Outbound-GREEN TREE CHAR VALLEY SC VIA LINDSAY RD,0,038 -171,0380072
036-164,1609-Collier-Weekday-25,3015-1386429,Outbound-BANKSVILLE SOUTH HILLS VILLAGE,0,036 -145,0360012
038-164,1609-Collier-Weekday-25,3016-1386461,Outbound-GREEN TREE CHAR VALLEY SC VIA ORCH SPRING-LINDSAY,0,038 -178,0380066
038-164,1609-Collier-Weekday-25,3017-1386464,Outbound-GREEN TREE TO MT LEBANON STATION,0,038 -179,0380073
038-164,1609-Collier-Weekday-25,3018-1386636,Outbound-GREEN TREE CHAR VALLEY SC VIA ORCH SPRING-LINDSAY,0,038 -180,0380066
038-164,1609-Collier-Weekday-25,3019-1386458,Outbound-GREEN TREE TO MT LEBANON STATION,0,038 -174,0380073
038-164,1609-Collier-Weekday-25,3020-1386444,Outbound-GREEN TREE CHAR VALLEY SC VIA ORCH SPRING-LINDSAY,0,038 -173,0380066
036-164,1609-Collier-Weekday-25,3021-1386428,Outbound-BANKSVILLE SOUTH HILLS VILLAGE,0,036 -143,0360012
038-164,1609-Collier-Weekday-25,3022-1386450,Outbound-GREEN TREE CHAR VALLEY SC VIA LINDSAY RD,0,038 -175,0380072
038-164,1609-Collier-Weekday-25,3023-1386666,Outbound-GREEN TREE TO MT LEBANON STATION,0,038 -172,0380073
038-164,1609-Collier-Weekday-25,3024-1386622,Outbound-GREEN TREE CHAR VALLEY SC VIA ORCH SPRING-LINDSAY,0,038 -181,0380066
036-164,1609-Collier-Weekday-25,3025-1386429,Outbound-BANKSVILLE SOUTH HILLS VILLAGE,0,036 -145,0360012
038-164,1609-Collier-Weekday-25,3026-1386458,Outbound-GREEN TREE TO MT LEBANON STATION,0,038 -174,0380073
038-164,1609-Collier-Weekday-25,3027-1386450,Outbound-GREEN TREE CHAR VALLEY SC VIA LINDSAY RD,0,038 -175,0380072
038-164,1609-Collier-Weekday-25,3028-1386452,Outbound-GREEN TREE TO MT LEBANON STATION,0,038 -182,0380073
038-164,1609-Collier-Weekday-25,3029-1386628,Outbound-GREEN TREE CHAR VALLEY SC VIA LINDSAY RD,0,038 -183,0380072
038-164,1609-Collier-Weekday-25,3030-1386445,Outbound-GREEN TREE TO MT LEBANON STATION,0,038 -184,0380073
038-164,1609-Collier-Weekday-25,3031-1386452,Outbound-GREEN TREE CHAR VALLEY SC VIA LINDSAY RD,0,038 -182,0380072
020-164,1609-Collier-Weekday-25,3032-1386502,Inbound-KENNEDY-GROVETON TO DOWNTOWN,1,022 -036,0200048
020-164,1609-Collier-Weekday-25,3033-1386508,Inbound-KENNEDY-GROVETON TO DOWNTOWN,1,020 -001,0200048
022-164,1609-Collier-Weekday-25,3034-1386511,Inbound-McCOY TO DOWNTOWN,1,020 -002,0220046
020-164,1609-Collier-Weekday-25,3035-1386517,Inbound-KENNEDY-GROVETON TO DOWNTOWN,1,020 -003,0200048
022-164,1609-Collier-Weekday-25,3036-1386519,Inbound-McCOY TO DOWNTOWN,1,020 -004,0220046
020-164,1609-Collier-Weekday-25,3037-1386524,Inbound-KENNEDY-GROVETON TO DOWNTOWN,1,020 -005,0200048
022-164,1609-Collier-Weekday-25,3038-1386502,Inbound-McCOY TO DOWNTOWN,1,022 -036,0220046
020-164,1609-Collier-Weekday-25,3039-1386511,Inbound-KENNEDY-GROVETON TO DOWNTOWN,1,020 -002,0200048
022-164,1609-Collier-Weekday-25,3040-1386508,Inbound-McCOY TO DOWNTOWN,1,020 -001,0220046
020-164,1609-Collier-Weekday-25,3041-1386519,Inbound-KENNEDY-GROVETON TO DOWNTOWN,1,020 -004,0200048
022-164,1609-Collier-Weekday-25,3043-1386503,Inbound-McCOY TO DOWNTOWN,1,022 -037,0220046
022-164,1609-Collier-Weekday-25,3044-1386502,Inbound-McCOY TO DOWNTOWN,1,022 -036,0220046
020-164,1609-Collier-Weekday-25,3045-1386524,Inbound-KENNEDY-GROVETON TO DOWNTOWN,1,020 -005,0200048
020-164,1609-Collier-Weekday-25,3049-1386688,Inbound-KENNEDY-GROVETON TO DOWNTOWN,1,020 -006,0200048
022-164,1609-Collier-Weekday-25,3050-1386503,Inbound-McCOY TO DOWNTOWN,1,022 -037,0220046
020-164,1609-Collier-Weekday-25,3052-1386581,Inbound-KENNEDY-GROVETON TO DOWNTOWN,1,020 -007,0200048
022-164,1609-Collier-Weekday-25,3053-1386617,Inbound-McCOY TO DOWNTOWN,1,022 -038,0220046
024-164,1609-Collier-Weekday-25,3054-1386524,Inbound-WEST PARK DOWNTOWN,1,020 -005,0240152
020-164,1609-Collier-Weekday-25,3057-1386583,Inbound-KENNEDY-GROVETON TO DOWNTOWN,1,020 -008,0200048
